timestamp,open,low,high,close,volume
2005-09-06,97,77,97,92,114540000
2005-09-07,85,75,85,80,19568000
2005-09-08,82,77,82,82,3739000
2005-09-09,80,80,82,82,3938000
2005-09-12,80,75,80,80,1541000
2005-09-13,75,72,75,75,4438000
2005-09-14,70,65,72,70,4990000
2005-09-15,67,65,67,67,700000
2005-09-16,67,62,67,67,2360000
2005-09-19,65,65,67,67,206000
2005-09-20,65,62,67,67,1841000
2005-09-21,62,62,65,65,6381000
2005-09-22,60,60,60,60,1480000
2005-09-23,57,55,60,60,1662000
2005-09-26,57,55,57,57,385000
2005-09-27,57,55,57,57,23000
2005-09-28,57,57,60,57,1660000
2005-09-29,57,57,65,65,1611000
2005-09-30,62,60,62,62,1262000
2005-10-03,60,60,60,60,309000
2005-10-04,62,60,65,62,2297000
2005-10-05,62,57,62,62,11608000
2005-10-06,62,60,62,62,7787000
2005-10-07,62,60,62,62,3518000
2005-10-10,62,60,62,62,721000
2005-10-11,62,60,62,62,4524000
2005-10-12,65,62,67,65,7684000
2005-10-13,65,62,65,65,5023000
2005-10-14,65,62,65,65,5137000
2005-10-17,62,60,62,62,5259000
2005-10-18,62,60,62,62,155000
2005-10-19,60,60,60,60,887000
2005-10-20,60,60,65,65,7938000
2005-10-21,65,62,65,65,2010000
2005-10-24,62,60,62,62,871000
2005-10-25,62,60,62,62,315000
2005-10-26,62,62,62,62,6
2005-10-27,62,62,62,62,300000
2005-10-28,62,60,62,62,2326000
2005-10-31,60,57,60,60,4638000
2005-11-01,60,60,60,60,6
2005-11-02,60,60,60,60,0
2005-11-03,60,60,60,60,0
2005-11-04,60,60,60,60,0
2005-11-07,60,60,60,60,0
2005-11-08,60,60,60,60,0
2005-11-09,60,60,60,60,0
2005-11-10,55,55,57,55,91000
2005-11-11,55,55,55,55,183000
2005-11-14,55,55,55,55,4
2005-11-15,52,50,52,52,334000
2005-11-16,50,50,55,50,89000
2005-11-17,47,47,52,52,162000
2005-11-18,52,50,55,52,2601000
2005-11-21,52,52,55,52,761000
2005-11-22,52,50,52,52,1069000
2005-11-23,50,50,50,50,305000
2005-11-24,55,52,55,55,1991000
2005-11-25,52,52,52,52,610000
2005-11-28,52,52,55,52,2289000
2005-11-29,52,52,57,57,7086000
2005-11-30,55,52,55,55,1520000
2005-12-01,55,55,55,55,220000
2005-12-02,55,55,55,55,490000
2005-12-05,55,55,55,55,129000
2005-12-06,55,52,55,55,2700000
2005-12-07,55,52,57,55,3013000
2005-12-08,57,55,57,57,956000
2005-12-09,57,57,57,57,4
2005-12-12,57,55,57,57,4453000
2005-12-13,55,55,57,55,182000
2005-12-14,57,55,57,57,2133000
2005-12-15,55,55,55,55,1172000
2005-12-16,55,52,55,55,406000
2005-12-19,55,55,55,55,1569000
2005-12-20,57,55,57,57,605000
2005-12-21,57,55,57,57,4299000
2005-12-22,57,55,57,57,51000
2005-12-23,57,55,57,57,851000
2005-12-26,57,57,57,57,0
2005-12-27,57,55,57,57,103000
2005-12-28,57,55,57,57,371000
2005-12-29,57,55,57,57,11000
2005-12-30,57,57,57,57,0
2006-01-02,57,57,57,57,4
2006-01-03,57,52,57,57,3324000
2006-01-04,57,55,57,57,461000
2006-01-05,55,52,57,55,2462000
2006-01-06,57,52,57,57,832000
2006-01-09,57,55,57,57,864000
2006-01-10,57,57,57,57,0
2006-01-11,57,55,57,57,243000
2006-01-12,57,55,57,57,6913000
2006-01-13,57,57,57,57,4
2006-01-16,52,52,52,52,490000
2006-01-17,55,52,55,55,98000
2006-01-18,55,52,55,55,125000
