timestamp,open,low,high,close,volume
2001-04-16,152,152,157,157,2512124
2001-04-17,152,152,157,157,5494124
2001-04-18,152,152,157,157,4528124
2001-04-19,157,152,161,157,20188872
2001-04-20,152,147,157,152,10045873
2001-04-23,147,147,152,152,2811374
2001-04-24,152,152,152,152,188999
2001-04-25,152,152,157,157,17317123
2001-04-26,152,152,157,157,17317123
2001-04-27,147,147,152,147,6956249
2001-04-30,147,147,152,147,2659124
2001-05-01,152,147,152,147,1771874
2001-05-02,152,147,152,147,687749
2001-05-03,147,147,152,152,18766123
2001-05-04,152,147,152,147,1624874
2001-05-07,147,147,147,147,0
2001-05-08,147,147,152,147,475124
2001-05-09,147,147,152,152,3341624
2001-05-10,152,147,152,152,6142499
2001-05-11,152,142,152,142,8035124
2001-05-14,147,147,152,147,7675499
2001-05-15,147,147,147,147,2732624
2001-05-16,147,147,147,147,2262749
2001-05-17,147,147,152,152,1721999
2001-05-18,147,147,152,152,2207624
2001-05-21,147,147,147,147,14146123
2001-05-22,152,147,152,152,6916874
2001-05-23,152,147,152,152,679874
2001-05-24,152,152,152,152,0
2001-05-25,152,147,152,152,3367874
2001-05-28,152,147,152,152,5260499
2001-05-29,152,152,185,180,140518860
2001-05-30,185,166,185,180,88446741
2001-05-31,180,171,180,176,23585622
2001-06-01,171,161,171,171,14235373
2001-06-04,171,171,171,171,0
2001-06-05,166,161,166,161,5194874
2001-06-06,166,161,166,161,3223499
2001-06-07,166,166,171,171,6100499
2001-06-08,171,166,176,176,7019249
2001-06-11,176,171,180,180,5835374
2001-06-12,180,180,195,195,62734868
2001-06-13,190,185,190,185,18170248
2001-06-14,180,180,185,185,8830499
2001-06-15,180,180,190,190,3630374
2001-06-18,185,185,190,190,12277123
2001-06-19,185,185,200,190,42545995
2001-06-20,190,190,195,190,9743999
2001-06-21,190,190,200,200,18251623
2001-06-22,195,195,204,204,18109873
2001-06-25,204,204,219,214,53177244
2001-06-26,214,214,238,238,116056488
2001-06-27,238,214,242,223,75017242
2001-06-28,223,204,223,209,19314748
2001-06-29,204,204,209,209,16408873
2001-07-02,209,200,219,214,18703123
2001-07-03,214,209,219,214,28468122
2001-07-04,214,204,214,209,10108873
2001-07-05,209,200,209,204,14240623
2001-07-06,200,200,209,209,4843124
2001-07-09,204,200,204,204,7704374
2001-07-10,204,200,204,204,12067123
2001-07-11,200,200,200,200,16319623
2001-07-12,200,200,228,223,113315988
2001-07-13,223,223,238,228,106328239
2001-07-16,233,228,238,233,54198369
2001-07-17,233,223,233,233,25929747
2001-07-18,233,228,238,238,17731873
2001-07-19,233,233,242,242,122508737
2001-07-20,242,233,242,238,31161371
2001-07-23,247,242,261,252,163558483
2001-07-24,257,242,257,247,80663616
2001-07-25,242,238,247,242,27622872
2001-07-26,247,247,280,276,367408088
2001-07-27,276,266,280,280,121343237
2001-07-30,276,276,290,290,79545367
2001-07-31,280,276,290,285,70604617
2001-08-01,285,276,285,276,19088998
2001-08-02,276,252,276,252,63944993
2001-08-03,247,228,247,247,87165741
2001-08-06,247,214,247,219,150160484
2001-08-07,219,209,238,238,100303864
2001-08-08,238,238,261,261,166028608
2001-08-09,266,233,266,242,182174981
2001-08-10,242,242,252,242,86995116
2001-08-13,247,238,247,242,27767247
2001-08-14,242,238,247,242,17479873
2001-08-15,242,228,242,238,33620996
2001-08-16,238,228,238,233,7016624
2001-08-17,233,233,233,233,0
2001-08-20,233,228,233,228,13466248
2001-08-21,228,223,233,233,37427246
2001-08-22,233,233,242,242,36490121
2001-08-23,242,233,242,238,6499499
2001-08-24,238,233,238,233,10132498
2001-08-27,238,233,242,238,39104621
2001-08-28,238,233,238,238,16933873
2001-08-29,233,233,233,233,5396999
2001-08-30,233,233,238,238,17117623
2001-08-31,238,233,242,233,26777622
2001-09-03,233,233,238,238,11326873
2001-09-04,233,233,252,247,84181116
2001-09-05,247,247,257,252,151018859
2001-09-06,257,252,257,257,9799124
2001-09-07,252,242,252,242,8523374
2001-09-10,242,242,257,257,23186622
2001-09-11,257,252,257,257,4213124
2001-09-12,252,247,261,257,89732991
2001-09-13,257,257,261,261,22861122
2001-09-14,257,252,257,257,20514372
2001-09-17,252,242,252,242,16064998
2001-09-18,247,242,247,242,6835499
2001-09-19,247,247,247,247,8562749
2001-09-20,247,247,252,247,2853374
2001-09-21,247,242,247,247,18750373
2001-09-24,247,247,247,247,0
2001-09-25,252,247,257,247,47307745
2001-09-26,247,238,247,242,15862873
2001-09-27,238,238,247,247,5977124
2001-09-28,247,247,247,247,0
2001-10-01,247,247,252,252,8281874
2001-10-02,247,247,252,247,80674116
2001-10-03,247,238,247,247,40325245
2001-10-04,247,247,252,247,7205624
2001-10-05,247,247,257,257,27257997
2001-10-08,247,247,271,266,76841617
2001-10-09,266,266,276,271,22052622
2001-10-10,271,266,276,271,19613998
2001-10-11,276,271,276,271,19466998
2001-10-12,271,271,276,276,5606999
2001-10-15,276,276,276,276,0
2001-10-16,271,266,271,271,3714374
2001-10-17,271,266,276,276,7394624
2001-10-18,266,266,271,271,3496499
2001-10-19,271,266,280,276,12754873
2001-10-22,271,271,276,271,30150746
2001-10-23,276,276,280,280,27315747
2001-10-24,276,276,280,280,7100624
2001-10-25,280,280,285,285,4404749
2001-10-26,285,280,285,285,2729999
2001-10-29,280,280,285,285,4971749
2001-10-30,280,276,285,285,7706999
2001-10-31,280,276,280,280,3635624
2001-11-01,276,276,280,280,3520124
2001-11-02,280,280,285,280,10345123
2001-11-05,276,276,285,285,10872748
2001-11-06,280,276,280,280,5530874
2001-11-07,276,276,285,280,21937122
2001-11-08,280,271,280,276,28685997
2001-11-09,276,276,276,276,0
2001-11-12,276,266,276,271,6407624
2001-11-13,266,261,276,266,24832497
2001-11-14,266,261,266,261,7651874
2001-11-15,261,261,271,261,19797748
2001-11-16,261,252,261,257,32240246
2001-11-19,257,252,261,261,29793747
2001-11-20,261,261,266,266,26685747
2001-11-21,266,266,266,266,5171249
2001-11-22,261,261,266,266,4549124
2001-11-23,261,257,266,266,30612746
2001-11-26,266,261,266,266,8045624
2001-11-27,261,257,261,261,4409999
2001-11-28,261,261,266,266,14610748
2001-11-29,266,266,276,271,39353996
2001-11-30,271,266,276,271,20726997
2001-12-03,271,266,276,266,8932874
2001-12-04,271,266,271,266,141749
2001-12-05,266,266,271,271,10738873
2001-12-06,271,266,271,271,13957123
2001-12-07,271,266,276,276,24005622
2001-12-10,276,271,280,276,12817873
2001-12-11,271,271,280,280,12494998
2001-12-12,276,276,285,285,49783120
2001-12-13,280,280,285,285,3835124
2001-12-14,285,285,285,285,0
2001-12-17,285,285,285,285,0
2001-12-18,285,285,285,285,0
2001-12-19,280,276,285,285,13584373
2001-12-20,280,280,280,280,2512124
2001-12-21,280,280,285,285,5158124
2001-12-24,285,285,285,285,0
2001-12-25,285,285,285,285,0
2001-12-26,280,276,280,276,70874
2001-12-27,280,276,280,280,3331124
2001-12-28,280,280,285,285,2974124
2001-12-31,285,285,285,285,0
2002-01-01,285,285,285,285,0
2002-01-02,280,276,285,285,853124
2002-01-03,285,285,285,285,0
2002-01-04,276,266,276,266,7641374
2002-01-07,266,261,271,266,10090498
2002-01-08,266,261,266,261,3598874
2002-01-09,266,266,276,276,17156998
2002-01-10,271,266,280,280,17044123
2002-01-11,276,276,285,280,21123372
2002-01-14,280,271,280,276,4693499
2002-01-15,276,271,280,271,4887749
2002-01-16,276,271,276,271,5018999
2002-01-17,266,266,276,271,632624
2002-01-18,271,271,271,271,370124
2002-01-21,271,271,276,276,792749
2002-01-22,276,276,276,276,0
2002-01-23,276,271,280,280,5921999
2002-01-24,276,271,280,271,24375747
2002-01-25,271,266,276,276,2380874
2002-01-28,276,271,276,276,944999
2002-01-29,276,271,276,276,1333499
2002-01-30,271,266,271,271,10229623
2002-01-31,271,271,271,271,0
2002-02-01,276,271,276,276,14560873
2002-02-04,276,271,276,276,4323374
2002-02-05,276,266,276,276,2425499
2002-02-06,276,271,276,276,7483874
2002-02-07,271,266,271,271,14799748
2002-02-08,266,266,276,271,14353498
2002-02-11,271,266,276,271,5809124
2002-02-12,271,271,271,271,0
2002-02-13,271,271,276,271,7268624
2002-02-14,271,266,271,266,451499
2002-02-15,266,266,276,276,5207999
2002-02-18,271,271,276,276,17107123
2002-02-19,276,266,276,276,14138248
2002-02-20,276,271,276,271,774374
2002-02-21,271,266,276,276,10499998
2002-02-22,276,276,276,276,0
2002-02-25,271,266,271,266,6226499
2002-02-26,276,271,276,271,13387498
2002-02-27,271,271,271,271,556499
2002-02-28,271,271,276,276,9276749
2002-03-01,276,271,280,276,21994872
2002-03-04,280,271,280,271,8486624
2002-03-05,276,276,280,280,7903874
2002-03-06,271,271,280,280,11744248
