,timestamp,open,low,high,close,volume
5589,2022-09-16,9025,9000,9075,9000,6400
5590,2022-09-19,8975,8975,9100,9100,3100
5591,2022-09-20,9025,8975,9150,8975,5600
5592,2022-09-21,8975,8900,9025,9000,5200
5593,2022-09-22,9000,8925,9000,9000,2000
5594,2022-09-23,9000,8950,9000,8975,1600
5595,2022-09-26,9000,8825,9000,8900,3100
5596,2022-09-27,8925,8600,8975,8950,11600
5597,2022-09-28,8725,8325,8950,8600,18900
5598,2022-09-29,8800,8000,8850,8000,54200
5599,2022-09-30,8050,8050,8325,8100,8400
5600,2022-10-03,8350,7750,8450,8100,26400
5601,2022-10-04,8100,8075,8275,8175,8500
5602,2022-10-05,8150,8150,8225,8225,4000
5603,2022-10-06,8225,8150,8375,8375,4400
5604,2022-10-07,8375,8175,8375,8300,6700
5605,2022-10-10,8275,8125,8350,8300,6200
5606,2022-10-11,8250,8125,8275,8125,3500
5607,2022-10-12,8125,8125,8125,8125,700
5608,2022-10-13,8100,8100,8200,8125,4200
5609,2022-10-14,8125,8100,8275,8100,3200
5610,2022-10-17,8100,8075,8300,8275,5800
5611,2022-10-18,8200,8075,8200,8075,2800
5612,2022-10-19,8075,8050,8150,8100,8700
5613,2022-10-20,8150,8100,8250,8100,6900
5614,2022-10-21,8175,8100,8250,8150,1700
5615,2022-10-24,8075,8050,8300,8175,4300
5616,2022-10-25,8100,8075,8175,8175,10000
5617,2022-10-26,8175,8100,8200,8200,1300
5618,2022-10-27,8175,8075,8425,8350,5000
5619,2022-10-28,8175,8100,8350,8200,4700
5620,2022-10-31,8175,8150,8200,8175,12700
5621,2022-11-01,8175,8000,8200,8150,6700
5622,2022-11-02,8200,8000,8200,8200,10100
5623,2022-11-03,8000,8000,9700,8400,24600
5624,2022-11-04,8225,8200,8375,8375,2000
5625,2022-11-07,8200,8175,8225,8200,0
5626,2022-11-08,8200,8175,8225,8200,0
5627,2022-11-09,8200,8175,8225,8200,0
5628,2022-11-10,8200,8175,8225,8200,6000
5629,2022-11-11,8200,8150,8250,8250,3400
5630,2022-11-14,8200,8150,8225,8225,3600
5631,2022-11-15,8200,8150,8200,8200,3400
5632,2022-11-16,8200,8200,8500,8200,15100
5633,2022-11-17,8300,8225,8300,8275,6000
5634,2022-11-18,8275,8250,8300,8275,6000
5635,2022-11-21,8250,8250,8300,8300,2100
5636,2022-11-22,8300,8300,8950,8300,14200
5637,2022-11-23,8300,8300,8350,8350,8700
5638,2022-11-24,8225,8225,8600,8450,2000
5639,2022-11-25,8500,8250,8500,8375,2600
5640,2022-11-28,8500,8250,8500,8400,1900
5641,2022-11-29,8425,8300,8475,8425,2500
5642,2022-11-30,8300,8250,8600,8600,6500
5643,2022-12-01,8300,8250,8600,8600,0
5644,2022-12-02,8325,8325,8550,8550,1200
5645,2022-12-05,8375,8375,8550,8550,2600
5646,2022-12-06,8400,8250,8450,8375,5200
5647,2022-12-07,8350,8350,8475,8475,4500
5648,2022-12-08,8425,8425,8500,8425,3200
5649,2022-12-09,8400,8400,8500,8475,1000
