,timestamp,open,low,high,close,volume
0,2022-09-16,1615,1570,1615,1575,45495000
1,2022-09-19,1575,1550,1585,1575,25531200
2,2022-09-20,1585,1565,1590,1575,12412400
3,2022-09-21,1575,1540,1575,1560,21035300
4,2022-09-22,1550,1545,1565,1565,6543600
5,2022-09-23,1565,1540,1575,1560,13413900
6,2022-09-26,1545,1515,1550,1550,21413900
7,2022-09-27,1550,1510,1550,1515,20435500
8,2022-09-28,1510,1505,1525,1505,15124900
9,2022-09-29,1505,1450,1520,1465,29522700
10,2022-09-30,1465,1430,1495,1485,20961300
11,2022-10-03,1485,1465,1495,1480,7929600
12,2022-10-04,1490,1485,1500,1500,14970300
13,2022-10-05,1510,1470,1510,1475,17936000
14,2022-10-06,1475,1450,1485,1450,10084200
15,2022-10-07,1455,1450,1510,1495,15505800
16,2022-10-10,1495,1480,1500,1495,11181600
17,2022-10-11,1495,1480,1500,1485,5128100
18,2022-10-12,1485,1450,1490,1465,9304600
19,2022-10-13,1465,1460,1475,1470,6349300
20,2022-10-14,1480,1470,1495,1470,5937900
21,2022-10-17,1470,1450,1480,1480,8675600
22,2022-10-18,1490,1465,1500,1475,8547100
23,2022-10-19,1480,1455,1480,1460,8138900
24,2022-10-20,1460,1450,1535,1535,28234000
25,2022-10-21,1530,1500,1530,1500,9856400
26,2022-10-24,1510,1510,1545,1535,22476900
27,2022-10-25,1545,1520,1555,1525,16626600
28,2022-10-26,1535,1515,1540,1535,11879900
29,2022-10-27,1550,1535,1565,1550,26050400
30,2022-10-28,1560,1535,1570,1540,15634600
31,2022-10-31,1550,1535,1550,1545,17479500
32,2022-11-01,1530,1530,1550,1545,9834800
33,2022-11-02,1545,1525,1545,1535,13172400
34,2022-11-03,1535,1515,1535,1525,6498100
35,2022-11-04,1525,1510,1535,1535,7377800
36,2022-11-07,1525,1510,1525,1525,0
37,2022-11-08,1525,1510,1525,1525,0
38,2022-11-09,1525,1510,1525,1525,0
39,2022-11-10,1525,1510,1525,1525,6659000
40,2022-11-11,1535,1525,1540,1535,11884600
41,2022-11-14,1545,1525,1550,1535,7990700
42,2022-11-15,1535,1525,1535,1525,3947200
43,2022-11-16,1525,1505,1535,1515,7100700
44,2022-11-17,1515,1490,1520,1510,7072600
45,2022-11-18,1510,1510,1525,1515,3910400
46,2022-11-21,1515,1510,1530,1510,5651900
47,2022-11-22,1510,1510,1525,1520,4697700
48,2022-11-23,1525,1510,1525,1510,4362400
49,2022-11-24,1515,1515,1535,1520,4039200
50,2022-11-25,1520,1505,1525,1525,8033500
51,2022-11-28,1515,1510,1535,1530,8092000
52,2022-11-29,1535,1525,1540,1525,8994000
53,2022-11-30,1525,1525,1550,1535,40362500
54,2022-12-01,1525,1525,1550,1535,0
55,2022-12-02,1540,1515,1545,1515,14545100
56,2022-12-05,1510,1455,1540,1455,32417800
57,2022-12-06,1455,1410,1475,1415,33039100
58,2022-12-07,1415,1395,1425,1395,11211200
59,2022-12-08,1395,1380,1420,1400,17801600
60,2022-12-09,1400,1345,1410,1360,25386900
