,timestamp,open,low,high,close,volume
4657,2022-09-16,1095,1065,1125,1080,52372600
4658,2022-09-19,1080,1070,1115,1100,19635100
4659,2022-09-20,1100,1090,1145,1135,23394900
4660,2022-09-21,1135,1100,1150,1140,16593000
4661,2022-09-22,1135,1110,1160,1120,36733200
4662,2022-09-23,1120,1075,1155,1080,28548700
4663,2022-09-26,1080,1065,1130,1120,15255400
4664,2022-09-27,1120,1080,1130,1115,13361200
4665,2022-09-28,1115,1045,1115,1050,16412900
4666,2022-09-29,1050,1000,1105,1060,26699800
4667,2022-09-30,1035,1035,1075,1060,24720300
4668,2022-10-03,1060,1040,1070,1050,8847100
4669,2022-10-04,1050,1015,1085,1020,27716400
4670,2022-10-05,1025,1020,1045,1030,23236900
4671,2022-10-06,1030,1030,1085,1070,11841100
4672,2022-10-07,1085,1050,1115,1115,22924900
4673,2022-10-10,1115,1065,1115,1075,39095300
4674,2022-10-11,1075,1070,1155,1155,42857200
4675,2022-10-12,1150,1125,1190,1190,38705900
4676,2022-10-13,1180,1150,1200,1200,52471400
4677,2022-10-14,1210,1170,1250,1190,29263800
4678,2022-10-17,1190,1125,1200,1160,30486800
4679,2022-10-18,1170,1140,1180,1140,25102100
4680,2022-10-19,1140,1130,1250,1215,24612300
4681,2022-10-20,1215,1185,1270,1250,29078900
4682,2022-10-21,1250,1200,1250,1225,20537800
4683,2022-10-24,1205,1205,1265,1240,11107200
4684,2022-10-25,1240,1190,1240,1200,36314700
4685,2022-10-26,1200,1180,1265,1185,27122100
4686,2022-10-27,1185,1180,1330,1250,33383300
4687,2022-10-28,1250,1205,1260,1235,24162100
4688,2022-10-31,1210,1205,1260,1205,28676900
4689,2022-11-01,1210,1205,1310,1305,48708900
4690,2022-11-02,1280,1280,1350,1350,29275000
4691,2022-11-03,1350,1310,1355,1335,18893000
4692,2022-11-04,1335,1275,1345,1290,21899700
4693,2022-11-07,1300,1275,1305,1300,0
4694,2022-11-08,1300,1275,1305,1300,0
4695,2022-11-09,1300,1275,1305,1300,0
4696,2022-11-10,1300,1275,1305,1300,5756500
4697,2022-11-11,1320,1260,1365,1310,24158800
4698,2022-11-14,1310,1260,1310,1300,21956000
4699,2022-11-15,1305,1260,1310,1270,20658000
4700,2022-11-16,1270,1235,1285,1250,20340500
4701,2022-11-17,1250,1190,1265,1200,16559400
4702,2022-11-18,1200,1190,1275,1260,11840000
4703,2022-11-21,1260,1255,1340,1340,16158400
4704,2022-11-22,1340,1315,1345,1330,15715500
4705,2022-11-23,1330,1305,1385,1345,17301300
4706,2022-11-24,1370,1340,1385,1365,9313600
4707,2022-11-25,1380,1340,1385,1365,7826300
4708,2022-11-28,1365,1335,1375,1375,11585100
4709,2022-11-29,1375,1355,1530,1390,32305100
4710,2022-11-30,1400,1390,1480,1450,22457300
4711,2022-12-01,1400,1390,1480,1450,0
4712,2022-12-02,1435,1410,1475,1475,9360700
4713,2022-12-05,1475,1410,1480,1435,13299800
4714,2022-12-06,1435,1345,1435,1400,18648700
4715,2022-12-07,1395,1390,1440,1420,10566100
4716,2022-12-08,1420,1400,1470,1460,9288500
4717,2022-12-09,1465,1390,1475,1425,15425000
