,timestamp,open,low,high,close,volume
0,2022-09-16,128,126,129,126,2613000
1,2022-09-19,127,125,127,127,1741500
2,2022-09-20,127,127,129,128,2410800
3,2022-09-21,129,127,130,127,1377000
4,2022-09-22,127,124,128,127,1863100
5,2022-09-23,127,124,130,130,7259900
6,2022-09-26,131,130,144,139,96712100
7,2022-09-27,140,130,140,130,25453500
8,2022-09-28,129,126,129,128,6355700
9,2022-09-29,128,126,129,127,5854200
10,2022-09-30,127,127,142,134,102386800
11,2022-10-03,136,134,149,149,119204200
12,2022-10-04,150,142,150,144,75010400
13,2022-10-05,148,142,148,145,32726700
14,2022-10-06,147,145,148,147,25028700
15,2022-10-07,148,139,157,139,160066900
16,2022-10-10,138,131,141,132,31628800
17,2022-10-11,136,130,136,132,15238200
18,2022-10-12,132,130,139,133,36388100
19,2022-10-13,130,129,136,129,22931000
20,2022-10-14,130,126,131,128,10817800
21,2022-10-17,129,122,129,125,12222200
22,2022-10-18,126,125,129,127,6217600
23,2022-10-19,127,127,131,128,9034000
24,2022-10-20,128,127,130,129,7637600
25,2022-10-21,129,127,135,130,32480200
26,2022-10-24,130,128,131,129,7971900
27,2022-10-25,129,126,129,127,6543900
28,2022-10-26,128,125,128,127,6144200
29,2022-10-27,128,126,129,127,5603900
30,2022-10-28,128,126,133,127,13703800
31,2022-10-31,128,126,130,127,4286800
32,2022-11-01,127,126,128,127,3157600
33,2022-11-02,127,126,128,126,2888600
34,2022-11-03,126,125,128,126,4930300
35,2022-11-04,126,126,131,128,12789500
36,2022-11-07,127,125,127,126,0
37,2022-11-08,127,125,127,126,0
38,2022-11-09,127,125,127,126,0
39,2022-11-10,127,125,127,126,2852500
40,2022-11-11,126,126,128,126,3323400
41,2022-11-14,126,125,127,126,1621100
42,2022-11-15,126,125,127,126,3597700
43,2022-11-16,126,124,126,125,5671300
44,2022-11-17,125,125,127,126,2522300
45,2022-11-18,126,124,126,125,3191500
46,2022-11-21,126,125,126,125,1286700
47,2022-11-22,125,125,126,125,1358800
48,2022-11-23,125,119,126,123,9694100
49,2022-11-24,122,121,125,125,6231900
50,2022-11-25,126,123,128,123,12138400
51,2022-11-28,123,121,124,123,3396700
52,2022-11-29,123,116,123,118,13844400
53,2022-11-30,118,115,119,115,4794100
54,2022-12-01,118,115,119,115,0
55,2022-12-02,112,112,119,115,5228000
56,2022-12-05,115,112,119,113,11264800
57,2022-12-06,113,110,113,111,3482100
58,2022-12-07,111,105,111,106,5182500
59,2022-12-08,106,102,110,107,5662300
60,2022-12-09,107,104,107,106,1035100
