,timestamp,open,low,high,close,volume
5589,2022-09-16,1585,1585,1650,1650,72700
5590,2022-09-19,1650,1555,1700,1700,241500
5591,2022-09-20,1695,1590,1695,1590,107900
5592,2022-09-21,1595,1560,1595,1590,41500
5593,2022-09-22,1570,1550,1570,1570,85800
5594,2022-09-23,1555,1505,1570,1570,118400
5595,2022-09-26,1580,1565,1590,1590,16200
5596,2022-09-27,1590,1540,1590,1570,15800
5597,2022-09-28,1570,1485,1580,1550,154000
5598,2022-09-29,1550,1535,1570,1570,13900
5599,2022-09-30,1570,1530,1570,1565,15200
5600,2022-10-03,1565,1540,1565,1545,27100
5601,2022-10-04,1560,1545,1560,1560,12100
5602,2022-10-05,1560,1530,1560,1560,6600
5603,2022-10-06,1560,1525,1590,1590,15900
5604,2022-10-07,1550,1550,1550,1550,37800
5605,2022-10-10,1595,1540,1595,1580,9600
5606,2022-10-11,1545,1545,1580,1580,15500
5607,2022-10-12,1575,1545,1590,1590,11500
5608,2022-10-13,1590,1550,1590,1550,9700
5609,2022-10-14,1545,1535,1560,1560,1600
5610,2022-10-17,1520,1510,1590,1590,52400
5611,2022-10-18,1590,1590,1590,1590,400
5612,2022-10-19,1590,1585,1590,1590,7700
5613,2022-10-20,1585,1585,1585,1585,6500
5614,2022-10-21,1585,1585,1590,1590,37900
5615,2022-10-24,1590,1590,1595,1595,7000
5616,2022-10-25,1600,1600,1600,1600,50400
5617,2022-10-26,1590,1540,1590,1585,21300
5618,2022-10-27,1585,1585,1585,1585,600
5619,2022-10-28,1585,1520,1585,1580,50300
5620,2022-10-31,1580,1575,1580,1575,15800
5621,2022-11-01,1575,1540,1575,1545,1600
5622,2022-11-02,1545,1535,1550,1550,14500
5623,2022-11-03,1550,1545,1550,1545,11100
5624,2022-11-04,1530,1520,1545,1545,16200
5625,2022-11-07,1530,1525,1575,1575,0
5626,2022-11-08,1530,1525,1575,1575,0
5627,2022-11-09,1530,1525,1575,1575,0
5628,2022-11-10,1530,1525,1575,1575,22000
5629,2022-11-11,1575,1535,1650,1650,184700
5630,2022-11-14,1605,1575,1605,1605,20000
5631,2022-11-15,1605,1605,1605,1605,12400
5632,2022-11-16,1605,1605,1605,1605,10000
5633,2022-11-17,1625,1560,1625,1605,16900
5634,2022-11-18,1610,1575,1610,1605,21000
5635,2022-11-21,1605,1605,1605,1605,10500
5636,2022-11-22,1605,1605,1605,1605,0
5637,2022-11-23,1605,1575,1605,1605,10300
5638,2022-11-24,1600,1575,1600,1595,20400
5639,2022-11-25,1595,1580,1600,1600,11000
5640,2022-11-28,1600,1575,1600,1600,20900
5641,2022-11-29,1600,1600,1600,1600,20000
5642,2022-11-30,1550,1550,1600,1600,11200
5643,2022-12-01,1550,1550,1600,1600,0
5644,2022-12-02,1560,1555,1600,1600,23700
5645,2022-12-05,1560,1560,1595,1595,24100
5646,2022-12-06,1580,1560,1580,1580,29700
5647,2022-12-07,1580,1555,1595,1595,18100
5648,2022-12-08,1595,1595,1600,1600,12700
5649,2022-12-09,1595,1595,1595,1595,10100
